id,age,job,marital,education,gender
6343,52,admin.,divorced,secondary,Male
6344,30,management,single,tertiary,Male
6345,40,admin.,single,secondary,Male
6346,33,blue-collar,married,secondary,Male
6347,34,self-employed,single,secondary,Male
6348,33,blue-collar,married,secondary,Male
6349,35,unemployed,married,secondary,Male
6350,54,management,married,tertiary,Male
6351,32,services,married,secondary,Male
6352,32,technician,married,tertiary,Male
6353,44,management,married,secondary,Male
6354,53,technician,married,secondary,Female
6355,53,admin.,married,secondary,Female
6356,40,management,single,tertiary,Female
6357,29,admin.,single,secondary,Female
6358,36,housemaid,married,primary,Female
6359,40,blue-collar,divorced,secondary,Female
6360,58,services,married,primary,Female
6361,34,management,married,tertiary,Female
6362,60,blue-collar,married,secondary,Male
6363,23,student,single,unknown,Female
6364,59,unknown,married,unknown,Female
6365,42,technician,married,tertiary,Female
6366,50,management,married,tertiary,Female
6367,31,management,single,secondary,Male
6368,31,management,single,tertiary,Male
6369,28,admin.,married,secondary,Male
6370,56,admin.,married,primary,Male
6371,23,student,single,secondary,Male
6372,30,entrepreneur,married,secondary,Male
6373,54,technician,married,secondary,Male
6374,35,blue-collar,married,secondary,Male
6375,29,admin.,married,secondary,Male
6376,48,management,married,primary,Male
6377,43,admin.,single,tertiary,Male
6378,40,management,single,tertiary,Male
6379,38,entrepreneur,married,secondary,Male
6380,30,admin.,married,secondary,Male
6381,60,blue-collar,married,secondary,Male
6382,31,entrepreneur,divorced,secondary,Male
6383,28,student,single,tertiary,Male
6384,31,technician,married,secondary,Male
6385,48,services,single,primary,Male
6386,36,blue-collar,single,primary,Male
6387,41,management,divorced,tertiary,Male
6388,35,management,single,tertiary,Female
6389,51,management,divorced,tertiary,Female
6390,35,blue-collar,married,secondary,Female
6391,51,management,single,unknown,Female
6392,56,blue-collar,married,secondary,Female
6393,59,retired,married,secondary,Female
6394,27,services,married,secondary,Female
6395,48,services,married,secondary,Female
6396,24,admin.,single,secondary,Female
6397,56,admin.,married,secondary,Female
6398,34,management,married,tertiary,Female
6399,35,technician,married,secondary,Female
6400,57,retired,married,tertiary,Female
6401,30,blue-collar,single,secondary,Male
6402,40,admin.,divorced,secondary,Female
6403,48,blue-collar,married,primary,Female
6404,35,management,married,tertiary,Female
6405,46,services,married,secondary,Female
6406,30,blue-collar,married,primary,Male
6407,37,services,single,secondary,Male
6408,30,unemployed,married,tertiary,Male
6409,46,management,married,tertiary,Male
6410,43,blue-collar,divorced,primary,Male
6411,40,blue-collar,single,secondary,Male
6412,34,unemployed,married,secondary,Male
6413,43,admin.,divorced,secondary,Male
6414,31,services,married,secondary,Male
6415,37,blue-collar,married,secondary,Male
6416,49,self-employed,single,tertiary,Male
6417,38,blue-collar,married,secondary,Male
6418,27,admin.,single,secondary,Male
6419,35,management,divorced,tertiary,Male
6420,47,unemployed,single,secondary,Male
6421,56,blue-collar,married,primary,Male
6422,26,self-employed,single,secondary,Male
6423,29,admin.,single,secondary,Male
6424,53,blue-collar,married,secondary,Male
6425,38,blue-collar,married,primary,Male
6426,33,blue-collar,married,tertiary,Male
6427,30,blue-collar,single,secondary,Female
6428,36,admin.,married,secondary,Female
6429,37,blue-collar,single,secondary,Female
6430,60,blue-collar,married,secondary,Female
6431,48,management,married,tertiary,Female
6432,32,management,married,tertiary,Female
6433,31,self-employed,single,tertiary,Female
6434,54,management,married,tertiary,Female
6435,31,self-employed,married,tertiary,Female
6436,31,blue-collar,married,secondary,Female
6437,29,services,single,secondary,Female
6438,23,blue-collar,married,primary,Female
6439,51,management,married,tertiary,Female
6440,32,blue-collar,single,secondary,Male
6441,48,management,married,primary,Female
6442,32,blue-collar,married,primary,Female
6443,44,housemaid,married,secondary,Female
6444,35,management,married,tertiary,Female
6445,46,technician,married,secondary,Male
6446,31,admin.,married,secondary,Male
6447,31,blue-collar,single,secondary,Male
6448,36,blue-collar,married,primary,Male
6449,35,services,married,tertiary,Male
6450,35,services,married,secondary,Male
6451,36,technician,married,tertiary,Male
6452,52,blue-collar,married,tertiary,Male
6453,27,technician,single,secondary,Male
6454,47,services,married,secondary,Male
6455,43,unemployed,married,secondary,Male
6456,41,entrepreneur,married,primary,Male
6457,18,student,single,secondary,Male
6458,45,blue-collar,married,secondary,Male
6459,41,technician,married,secondary,Male
6460,34,technician,married,tertiary,Male
6461,46,services,married,secondary,Male
6462,38,technician,married,secondary,Male
6463,23,services,married,secondary,Male
6464,73,retired,married,primary,Male
6465,41,technician,married,unknown,Male
6466,43,management,single,tertiary,Female
6467,51,management,married,tertiary,Female
6468,45,services,married,unknown,Female
6469,47,housemaid,divorced,primary,Female
6470,35,blue-collar,married,tertiary,Female
6471,38,admin.,divorced,secondary,Female
6472,31,management,married,tertiary,Female
6473,49,entrepreneur,married,tertiary,Female
6474,29,blue-collar,single,secondary,Female
6475,39,admin.,married,secondary,Female
6476,41,entrepreneur,married,tertiary,Female
6477,34,blue-collar,single,secondary,Female
6478,39,management,single,tertiary,Female
6479,78,retired,divorced,unknown,Male
6480,33,management,married,tertiary,Female
6481,59,retired,married,primary,Female
6482,52,management,married,tertiary,Female
6483,35,entrepreneur,married,tertiary,Female
6484,43,admin.,married,secondary,Male
6485,43,technician,single,secondary,Male
6486,36,blue-collar,married,secondary,Male
6487,36,admin.,single,tertiary,Male
6488,45,unemployed,single,secondary,Male
6489,47,management,married,primary,Male
6490,38,admin.,divorced,secondary,Male
6491,45,entrepreneur,married,tertiary,Male
6492,33,technician,married,tertiary,Male
6493,38,management,divorced,tertiary,Male
6494,36,technician,married,tertiary,Male
6495,38,blue-collar,married,secondary,Male
6496,34,self-employed,married,tertiary,Male
6497,32,admin.,single,secondary,Male
6498,49,technician,married,secondary,Male
6499,37,management,single,tertiary,Male
6500,47,technician,divorced,tertiary,Male
6501,28,self-employed,married,tertiary,Male
6502,29,admin.,divorced,secondary,Male
6503,30,services,single,secondary,Male
6504,34,admin.,divorced,primary,Male
6505,39,technician,single,unknown,Female
6506,26,blue-collar,married,secondary,Female
6507,38,technician,divorced,secondary,Female
6508,47,admin.,married,secondary,Female
6509,61,management,married,secondary,Female
6510,35,technician,married,secondary,Female
6511,34,admin.,married,secondary,Female
6512,34,entrepreneur,married,secondary,Female
6513,56,technician,single,secondary,Female
6514,47,services,married,secondary,Male
6515,36,unemployed,married,secondary,Female
6516,43,technician,married,secondary,Female
6517,51,admin.,married,primary,Female
6518,40,technician,single,secondary,Female
6519,38,services,married,tertiary,Male
6520,34,management,married,tertiary,Male
6521,47,self-employed,married,tertiary,Male
6522,57,entrepreneur,married,secondary,Male
6523,35,technician,married,secondary,Male
6524,45,management,married,tertiary,Male
6525,55,unemployed,married,secondary,Male
6526,54,management,married,secondary,Male
6527,39,services,married,primary,Male
6528,58,services,married,primary,Male
6529,31,admin.,married,secondary,Male
6530,35,blue-collar,married,primary,Male
6531,45,technician,married,secondary,Male
6532,44,admin.,divorced,secondary,Male
6533,57,blue-collar,married,primary,Male
6534,41,technician,married,secondary,Male
6535,42,blue-collar,married,secondary,Male
6536,49,technician,single,unknown,Male
6537,52,self-employed,divorced,secondary,Male
6538,57,blue-collar,married,secondary,Male
6539,29,management,single,tertiary,Male
6540,34,blue-collar,single,primary,Female
6541,36,management,married,tertiary,Female
6542,39,management,married,tertiary,Female
6543,53,blue-collar,divorced,primary,Female
6544,40,services,married,secondary,Female
6545,38,services,single,secondary,Female
6546,34,admin.,single,secondary,Female
6547,40,services,married,secondary,Female
6548,39,management,married,secondary,Female
6549,51,technician,single,tertiary,Female
6550,33,admin.,married,secondary,Female
6551,59,management,divorced,tertiary,Female
6552,30,technician,single,secondary,Female
6553,61,technician,married,primary,Male
6554,24,admin.,married,secondary,Female
6555,36,management,married,tertiary,Female
6556,34,technician,single,tertiary,Female
6557,47,blue-collar,married,primary,Female
6558,40,technician,married,secondary,Male
6559,46,technician,divorced,secondary,Male
6560,32,management,married,tertiary,Male
6561,39,management,married,tertiary,Male
6562,35,management,single,tertiary,Male
6563,37,services,single,primary,Male
6564,45,technician,married,unknown,Male
6565,38,blue-collar,married,primary,Male
6566,52,technician,married,secondary,Male
6567,28,blue-collar,single,primary,Male
6568,35,management,single,tertiary,Male
6569,45,technician,married,secondary,Male
6570,33,management,single,tertiary,Male
6571,42,technician,divorced,secondary,Male
6572,23,student,single,secondary,Male
6573,49,entrepreneur,divorced,secondary,Male
6574,52,technician,married,tertiary,Male
6575,27,management,single,secondary,Male
6576,34,management,married,secondary,Male
6577,31,technician,married,secondary,Male
6578,45,admin.,married,secondary,Male
6579,32,admin.,married,secondary,Female
6580,51,blue-collar,married,primary,Female
6581,56,management,married,tertiary,Female
6582,44,admin.,married,secondary,Female
6583,41,blue-collar,married,secondary,Female
6584,54,self-employed,married,tertiary,Female
6585,31,technician,single,secondary,Female
6586,25,admin.,single,secondary,Female
6587,50,technician,divorced,secondary,Female
6588,41,entrepreneur,married,tertiary,Female
6589,33,unemployed,single,tertiary,Female
6590,49,blue-collar,married,primary,Female
6591,34,technician,single,tertiary,Female
6592,60,retired,married,primary,Male
6593,45,admin.,married,secondary,Female
6594,40,self-employed,married,secondary,Female
6595,50,admin.,divorced,secondary,Female
6596,27,management,single,secondary,Female
6597,53,technician,married,secondary,Male
6598,31,services,single,secondary,Male
6599,24,blue-collar,single,secondary,Male
6600,68,retired,married,tertiary,Male
6601,27,services,single,secondary,Male
6602,46,management,single,tertiary,Male
6603,23,technician,single,secondary,Male
6604,76,retired,married,unknown,Male
6605,48,entrepreneur,married,secondary,Male
6606,60,management,married,tertiary,Male
6607,46,entrepreneur,married,secondary,Male
6608,36,admin.,single,secondary,Male
6609,30,technician,single,secondary,Male
6610,33,management,single,tertiary,Male
6611,36,admin.,single,secondary,Male
6612,44,blue-collar,married,tertiary,Male
6613,36,admin.,single,secondary,Male
6614,44,technician,married,secondary,Male
6615,70,retired,married,primary,Male
6616,48,technician,divorced,tertiary,Male
6617,52,management,married,tertiary,Male
6618,34,admin.,single,secondary,Female
6619,35,technician,married,secondary,Female
6620,54,entrepreneur,married,tertiary,Female
6621,47,technician,divorced,secondary,Female
6622,38,blue-collar,married,secondary,Female
6623,41,management,divorced,secondary,Female
6624,28,blue-collar,married,secondary,Female
6625,58,services,married,secondary,Female
6626,59,admin.,married,secondary,Female
6627,32,management,married,tertiary,Female
6628,55,blue-collar,married,secondary,Female
6629,38,blue-collar,married,secondary,Female
